rank,name,page,source_page,line_x,line_y,rough_x,rough_y,dx,dy,line_ink,edge_f1,chamfer,match_score,decision,notes,vlm_same_region,vlm_usable,vlm_score,vlm_reason,vlm_decision
348,kuripm_0025_l1440_0720_r1264_0760.jpg,0025,page0025.clip,1440,720,1264,760,-176,40,0.13866753472222224,0.4608806959091625,10.613414764404297,0.7221760521674571,,,True,True,5.0,Consistent character region with matching anatomy and orientation.,accept
349,kuripm_0008_l0720_1440_r0576_1368.jpg,0008,page0008.clip,720,1440,576,1368,-144,-72,0.03340277777777778,0.4972206683628796,10.69758152961731,0.7171181254735501,,,True,True,5.0,Rough and line align perfectly in form and structure.,accept
350,kuripm_0016_l1440_1440_r1536_1288.jpg,0016,page0016.clip,1440,1440,1536,1288,96,-152,0.10995225694444444,0.4740182676522053,10.684858322143555,0.7113388770472056,,,True,True,5.0,Rough and line align perfectly in facial features and proportions.,accept
351,kuripm_0019_l1440_2160_r1264_2184.jpg,0019,page0019.clip,1440,2160,1264,2184,-176,24,0.041905381944444445,0.4309932529796901,10.031654834747314,0.7086789935640688,,,False,False,1.0,"Regions mismatched, not aligned",reject
352,kuripm_0031_l0720_5040_r0896_5200.jpg,0031,page0031.clip,720,5040,896,5200,176,160,0.06154513888888889,0.44100861582925793,9.721848964691162,0.7076332098809217,,,True,True,5.0,"Rough and line align precisely, matching local structure and orientation.",accept
353,kuripm_0009_l2160_5040_r2152_5088.jpg,0009,page0009.clip,2160,5040,2152,5088,-8,48,0.067421875,0.44820110266982155,10.871947765350342,0.7042521314948433,,,True,True,5.0,Rough and line align perfectly on facial region with consistent structure.,accept
354,kuripm_0039_l3600_5760_r3632_5944.jpg,0039,page0039.clip,3600,5760,3632,5944,32,184,0.044561631944444444,0.4778865092810762,11.453068256378174,0.7036514288094136,,,False,False,1.0,"Regions mismatched, not aligned",reject
355,kuripm_0011_l4320_5760_r4328_5744.jpg,0011,page0011.clip,4320,5760,4328,5744,8,-16,0.053936631944444445,0.4909199760526841,10.791961789131165,0.6959622864920554,,,False,False,1.0,"Regions mismatched, no shared object/shape",reject
356,kuripm_0015_l2160_5040_r2320_5176.jpg,0015,page0015.clip,2160,5040,2320,5176,160,136,0.07093315972222222,0.4634676821788897,10.923054456710815,0.694156455163376,,,True,True,5.0,Regions align precisely; overlay confirms matching structure.,accept
357,kuripm_0001_l2880_5040_r2952_5056.jpg,0001,page0001.clip,2880,5040,2952,5056,72,16,0.07642361111111111,0.4622015329603688,10.663095951080322,0.6939127504543319,,,False,False,1.0,"Regions mismatched, not aligned",reject
358,kuripm_0026_l0720_2160_r0656_2208.jpg,0026,page0026.clip,720,2160,656,2208,-64,48,0.02993923611111111,0.47185530164563394,11.070441007614136,0.6826165221040829,,,False,False,1.0,"Regions mismatched, not aligned",reject
359,kuripm_0020_l1440_0000_r1392_0120.jpg,0020,page0020.clip,1440,0,1392,120,-48,120,0.02717013888888889,0.46086830881607593,10.275245666503906,0.678082409998791,,,True,True,5.0,Rough and line align perfectly in form and orientation.,accept
360,kuripm_0008_l2160_0720_r2032_0640.jpg,0008,page0008.clip,2160,720,2032,640,-128,-80,0.043546006944444444,0.46077020144447256,10.49788522720337,0.677225537955733,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
361,kuripm_0001_l2880_3600_r2968_3600.jpg,0001,page0001.clip,2880,3600,2968,3600,88,0,0.04537326388888889,0.4774751261445457,11.537004470825195,0.6733794048677159,,,True,True,5.0,Rough and line align perfectly in anatomy and orientation.,accept
362,kuripm_0033_l1440_2880_r1584_3072.jpg,0033,page0033.clip,1440,2880,1584,3072,144,192,0.052960069444444445,0.46579849280582375,10.398643493652344,0.6684908342378592,,,True,True,5.0,"Rough and line align precisely, overlay confirms matching regions.",accept
363,kuripm_0011_l3600_5760_r3488_5944.jpg,0011,page0011.clip,3600,5760,3488,5944,-112,184,0.07542100694444444,0.4805029186062903,11.214561462402344,0.6657718504665415,,,False,False,1.0,"Regions mismatched, not aligned",reject
364,kuripm_0001_l0720_1440_r0728_1424.jpg,0001,page0001.clip,720,1440,728,1424,8,-16,0.08885416666666666,0.45952370852057284,10.990696430206299,0.6623673878807986,,,True,True,5.0,Regions align precisely; red/blue overlay confirms consistent mapping.,accept
365,kuripm_0019_l2160_4320_r1992_4344.jpg,0019,page0019.clip,2160,4320,1992,4344,-168,24,0.06341579861111112,0.43991942547339363,10.88246774673462,0.6614695197939505,,,True,True,5.0,Rough and line align precisely in structure and orientation.,accept
366,kuripm_0027_l2160_4320_r2304_4496.jpg,0027,page0027.clip,2160,4320,2304,4496,144,176,0.030516493055555555,0.486447412719187,11.78149938583374,0.6593850824677899,,,True,True,5.0,"Rough and line align precisely, matching local structure.",accept
367,kuripm_0031_l2160_0720_r2280_0912.jpg,0031,page0031.clip,2160,720,2280,912,120,192,0.062200520833333335,0.46534173589443606,10.046913623809814,0.6549627946984421,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
368,kuripm_0008_l2160_5760_r2176_5616.jpg,0008,page0008.clip,2160,5760,2176,5616,16,-144,0.014513888888888889,0.448481831757093,10.138738632202148,0.648640919617102,,,True,True,5.0,Rough and line align precisely in structure and orientation.,accept
369,kuripm_0018_l2880_0720_r2784_0712.jpg,0018,page0018.clip,2880,720,2784,712,-96,-8,0.07709635416666667,0.4460009443678877,10.849440097808838,0.6462451570662406,,,True,True,5.0,Aligned facial features and consistent proportions,accept
370,kuripm_0016_l1440_0720_r1488_0832.jpg,0016,page0016.clip,1440,720,1488,832,48,112,0.10427083333333333,0.45514627480362096,11.17526912689209,0.6439625388949873,,,True,True,5.0,Consistent facial region with matching contours and proportions.,accept
371,kuripm_0036_l4320_2160_r4296_2264.jpg,0036,page0036.clip,4320,2160,4296,2264,-24,104,0.033953993055555555,0.48135172558081496,10.799942970275879,0.6433782836268,,,True,True,5.0,Aligns anatomically and structurally,accept
372,kuripm_0040_l0720_2160_r0640_2344.jpg,0040,page0040.clip,720,2160,640,2344,-80,184,0.04039496527777778,0.47361406915951937,10.497101783752441,0.6344073851719824,,,False,False,1.0,"Regions mismatched, not aligned",reject
373,kuripm_0005_l0000_5760_r0184_5888.jpg,0005,page0005.clip,0,5760,184,5888,184,128,0.03080295138888889,0.46588900704837244,10.644400596618652,0.6178324847056187,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
374,kuripm_0009_l0720_5760_r0720_5760.jpg,0009,page0009.clip,720,5760,720,5760,0,0,0.028723958333333334,0.427412502514347,10.17847990989685,0.6171276029028574,,,True,True,5.0,Sketch and line align closely in form and orientation.,accept
375,kuripm_0025_l3600_3600_r3456_3536.jpg,0025,page0025.clip,3600,3600,3456,3536,-144,-64,0.025651041666666666,0.4558701143109497,9.54880440235138,0.6132942950258857,,,True,True,5.0,"Rough and line align precisely, overlay confirms matching regions.",accept
376,kuripm_0022_l3600_2160_r3776_2352.jpg,0022,page0022.clip,3600,2160,3776,2352,176,192,0.0592578125,0.4522244181063241,10.341516017913818,0.602978417580945,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
377,kuripm_0029_l0000_2160_r0152_2208.jpg,0029,page0029.clip,0,2160,152,2208,152,48,0.04837239583333333,0.41088330569005144,10.302029132843018,0.6017761724964088,,,True,True,5.0,Rough and line align perfectly in shape and detail.,accept
378,kuripm_0008_l2880_0720_r2816_0616.jpg,0008,page0008.clip,2880,720,2816,616,-64,-104,0.06365017361111111,0.4594372467925496,11.04825496673584,0.5966247938518124,,,True,True,5.0,Consistent facial features and proportions across all layers.,accept
379,kuripm_0020_l3600_0720_r3744_0608.jpg,0020,page0020.clip,3600,720,3744,608,144,-112,0.04687065972222222,0.4417394189888822,11.302406787872314,0.5943583122449634,,,False,False,1.0,Regions mismatched; rough and line depict different elements.,reject
380,kuripm_0035_l2880_5760_r3024_5944.jpg,0035,page0035.clip,2880,5760,3024,5944,144,184,0.04955295138888889,0.46592874549459246,10.76285696029663,0.5906818789066235,,,True,True,5.0,Rough and line align precisely in shape and structure.,accept
381,kuripm_0004_l2160_1440_r2248_1632.jpg,0004,page0004.clip,2160,1440,2248,1632,88,192,0.03228732638888889,0.44703430123314036,10.692866086959839,0.5898237085176803,,,True,True,5.0,Sketch and line align perfectly in structure and region.,accept
382,kuripm_0002_l0720_4320_r0672_4256.jpg,0002,page0002.clip,720,4320,672,4256,-48,-64,0.05293402777777778,0.43589859268513104,10.943929672241211,0.5866566257901104,,,True,True,5.0,Sketch and line align closely in anatomy and structure.,accept
383,kuripm_0025_l2160_2160_r2176_2080.jpg,0025,page0025.clip,2160,2160,2176,2080,16,-80,0.03185329861111111,0.4886494874760603,11.216639041900635,0.5832815548975759,,,False,False,1.0,"Regions mismatched, not aligned",reject
384,kuripm_0022_l1440_4320_r1336_4136.jpg,0022,page0022.clip,1440,4320,1336,4136,-104,-184,0.03861979166666667,0.4879280993657393,11.54608941078186,0.581207702781446,,,False,False,1.0,"Regions mismatched, not aligned",reject
385,kuripm_0028_l0720_4320_r0904_4512.jpg,0028,page0028.clip,720,4320,904,4512,184,192,0.042782118055555554,0.4275162284894421,10.766853332519531,0.5785723852346703,,,False,False,1.0,"Regions mismatched, not aligned",reject
386,kuripm_0019_l3600_2880_r3424_2960.jpg,0019,page0019.clip,3600,2880,3424,2960,-176,80,0.054375,0.462398180630489,11.580531597137451,0.5722470466493752,,,True,True,5.0,Rough and line align perfectly in facial features and proportions.,accept
387,kuripm_0008_l2160_2880_r2112_2736.jpg,0008,page0008.clip,2160,2880,2112,2736,-48,-144,0.09578559027777778,0.43974140502482284,11.134257316589355,0.5691318327526486,,,True,True,5.0,"Eye region matches precisely, no misalignment or body part mismatch.",accept
388,kuripm_0023_l2160_2160_r2264_2352.jpg,0023,page0023.clip,2160,2160,2264,2352,104,192,0.053372395833333336,0.431958564779097,10.899771690368652,0.5628477519519407,,,True,True,5.0,"Aligned facial features, consistent proportions",accept
389,kuripm_0001_l3600_5040_r3664_4872.jpg,0001,page0001.clip,3600,5040,3664,4872,64,-168,0.06831163194444445,0.449645696665699,10.740078449249268,0.5622536953448889,,,True,True,5.0,Cup and shelf consistent across all panels.,accept
390,kuripm_0029_l2880_2160_r2872_2312.jpg,0029,page0029.clip,2880,2160,2872,2312,-8,152,0.0170703125,0.4276468974696807,10.615830898284912,0.5563061441619157,,,False,False,1.0,"Regions mismatched, no clear shared subject",reject
391,kuripm_0027_l2880_5760_r2928_5952.jpg,0027,page0027.clip,2880,5760,2928,5952,48,192,0.06720052083333333,0.4451550385212451,11.424326419830322,0.5529855734210344,,,True,True,5.0,Regions align precisely; red/blue overlay confirms consistent local structure.,accept
392,kuripm_0031_l2880_0720_r2912_0600.jpg,0031,page0031.clip,2880,720,2912,600,32,-120,0.056519097222222224,0.4447291781778872,11.247838497161865,0.5523899458049143,,,True,True,5.0,Regions align precisely; red and blue overlays match structure and contours.,accept
393,kuripm_0033_l0720_3600_r0896_3704.jpg,0033,page0033.clip,720,3600,896,3704,176,104,0.03505642361111111,0.47066877857828304,11.097019672393799,0.5507043059770116,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
394,kuripm_0019_l4320_0720_r4168_0752.jpg,0019,page0019.clip,4320,720,4168,752,-152,32,0.09521267361111112,0.43667056686270284,11.011512279510498,0.5481579767024402,,,True,True,5.0,Sketch and line match precisely in form and orientation.,accept
395,kuripm_0015_l0720_1440_r0832_1552.jpg,0015,page0015.clip,720,1440,832,1552,112,112,0.09827256944444444,0.44931361489353966,10.602825164794922,0.5418122972976864,,,False,False,1.0,"Regions mismatched, no clear shared subject",reject
396,kuripm_0019_l3600_2160_r3408_2168.jpg,0019,page0019.clip,3600,2160,3408,2168,-192,8,0.08126736111111112,0.4304774734224912,11.2767972946167,0.5413301487069346,,,True,True,5.0,All regions align closely in eye and hair area.,accept
397,kuripm_0019_l0720_1440_r0552_1456.jpg,0019,page0019.clip,720,1440,552,1456,-168,16,0.07334201388888889,0.4451691123238444,11.669625282287598,0.53939973262665,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
398,kuripm_0025_l3600_2160_r3576_2088.jpg,0025,page0025.clip,3600,2160,3576,2088,-24,-72,0.016223958333333333,0.4691147943644397,11.04653811454773,0.5366347880253197,,,False,False,1.0,"Regions mismatched, no clear alignment",reject
399,kuripm_0019_l2160_3600_r2000_3648.jpg,0019,page0019.clip,2160,3600,2000,3648,-160,48,0.021041666666666667,0.44358008077095396,11.525777339935303,0.5359758622699086,,,True,True,5.0,Regions align closely; overlay confirms matching structure.,accept
400,kuripm_0002_l2160_2160_r2176_2080.jpg,0002,page0002.clip,2160,2160,2176,2080,16,-80,0.03665798611111111,0.4507563636689998,11.30364465713501,0.5358807903878453,,,True,True,5.0,Rough and line align perfectly in region and detail.,accept
401,kuripm_0029_l0000_1440_r0168_1528.jpg,0029,page0029.clip,0,1440,168,1528,168,88,0.04032118055555556,0.43453823158642413,10.730222702026367,0.5339025526744954,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
402,kuripm_0010_l2160_5760_r2144_5944.jpg,0010,page0010.clip,2160,5760,2144,5944,-16,184,0.017352430555555555,0.4443565775461067,10.546467065811157,0.5337144607156976,,,False,False,1.0,"Regions mismatched, not aligned",reject
403,kuripm_0016_l1440_0000_r1512_0176.jpg,0016,page0016.clip,1440,0,1512,176,72,176,0.03128038194444444,0.49287600010902166,10.980444431304932,0.5301433446674131,,,False,False,1.0,"Regions mismatched, no shared object/structure",reject
404,kuripm_0009_l0720_2160_r0736_2200.jpg,0009,page0009.clip,720,2160,736,2200,16,40,0.030516493055555555,0.48240931225749323,11.29247522354126,0.5236328080581756,,,True,True,5.0,Rough and line align perfectly in structure and orientation.,accept
405,kuripm_0012_l0000_5040_r0192_5176.jpg,0012,page0012.clip,0,5040,192,5176,192,136,0.08323350694444444,0.416553569877751,10.888054370880127,0.5189314337871243,,,True,True,5.0,Eye region matches precisely,accept
406,kuripm_0001_l0720_4320_r0744_4336.jpg,0001,page0001.clip,720,4320,744,4336,24,16,0.04338107638888889,0.4334944422015994,11.451314926147461,0.5166387558498952,,,False,False,1.0,Different body parts/objects,reject
407,kuripm_0028_l0720_1440_r0832_1328.jpg,0028,page0028.clip,720,1440,832,1328,112,-112,0.08337239583333333,0.42899005829014936,10.911769390106201,0.5165629221745224,,,True,True,5.0,Rough and line align perfectly in anatomy and orientation.,accept
408,kuripm_0010_l1440_2880_r1408_3072.jpg,0010,page0010.clip,1440,2880,1408,3072,-32,192,0.015147569444444444,0.43238281720866373,10.607333660125732,0.5145691728352682,,,False,False,0.0,"Regions mismatched, no clear correspondence",reject
409,kuripm_0006_l3600_2880_r3712_2952.jpg,0006,page0006.clip,3600,2880,3712,2952,112,72,0.06111545138888889,0.441200050414554,11.04287314414978,0.5102683041370999,,,True,True,5.0,"Rough and line align precisely, matching anatomical structure and orientation.",accept
410,kuripm_0001_l2160_4320_r2224_4312.jpg,0001,page0001.clip,2160,4320,2224,4312,64,-8,0.05762152777777778,0.4324885304354175,10.872138977050781,0.5077709191628846,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
411,kuripm_0029_l2160_5760_r2328_5792.jpg,0029,page0029.clip,2160,5760,2328,5792,168,32,0.053198784722222225,0.46427120484802026,11.777216911315918,0.502209837741303,,,True,True,5.0,Rough and line align precisely in form and structure.,accept
412,kuripm_0025_l3600_2880_r3568_2800.jpg,0025,page0025.clip,3600,2880,3568,2800,-32,-80,0.04673177083333333,0.478954511104644,11.708231925964355,0.5013312902039814,,,False,False,1.0,Different body parts/objects,reject
413,kuripm_0028_l0720_2160_r0912_2296.jpg,0028,page0028.clip,720,2160,912,2296,192,136,0.06692274305555555,0.42152881220513766,11.216585159301758,0.4928240474612712,,,True,True,5.0,Rough and line align precisely; overlay confirms matching region.,accept
414,kuripm_0029_l3600_2160_r3736_2216.jpg,0029,page0029.clip,3600,2160,3736,2216,136,56,0.0480078125,0.44526332820848313,11.297025680541992,0.4874793147438238,,,True,True,5.0,"Regions align precisely, no misalignment or rotation detected.",accept
415,kuripm_0035_l2880_4320_r3008_4512.jpg,0035,page0035.clip,2880,4320,3008,4512,128,192,0.053376736111111114,0.438006224390159,11.157310485839844,0.4864515419279092,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
416,kuripm_0021_l1440_0720_r1560_0816.jpg,0021,page0021.clip,1440,720,1560,816,120,96,0.08019097222222223,0.43625545000152643,11.634315013885498,0.48507632187641114,,,True,True,5.0,Rough and line align precisely; overlay confirms matching structure.,accept
417,kuripm_0033_l3600_3600_r3672_3792.jpg,0033,page0033.clip,3600,3600,3672,3792,72,192,0.029010416666666667,0.42164103183280677,11.269614696502686,0.4845002532073911,,,True,True,5.0,Rough and line align perfectly in shape and structure.,accept
418,kuripm_0027_l3600_4320_r3672_4512.jpg,0027,page0027.clip,3600,4320,3672,4512,72,192,0.046397569444444446,0.4320029046140485,10.623132228851318,0.48343089374525405,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
419,kuripm_0029_l1440_2160_r1528_2320.jpg,0029,page0029.clip,1440,2160,1528,2320,88,160,0.068359375,0.43212448123294256,11.37987232208252,0.471340025798744,,,True,True,5.0,"Rough and line align precisely, matching anatomy and structure.",accept
420,kuripm_0009_l1440_0720_r1448_0744.jpg,0009,page0009.clip,1440,720,1448,744,8,24,0.015260416666666667,0.3977965313798977,10.66277003288269,0.46257910779779066,,,False,False,1.0,"Regions mismatched, not aligned",reject
421,kuripm_0027_l2880_4320_r2992_4512.jpg,0027,page0027.clip,2880,4320,2992,4512,112,192,0.027335069444444443,0.46076725355324766,11.31301498413086,0.4601615234940332,,,True,True,5.0,"Rough and line align precisely, matching local structure and orientation.",accept
422,kuripm_0037_l0720_2880_r0856_3072.jpg,0037,page0037.clip,720,2880,856,3072,136,192,0.08129340277777777,0.41970296868009244,11.006953716278076,0.45929888698003174,,,True,True,5.0,All three columns depict the same hand region with consistent structure and orientation.,accept
423,kuripm_0016_l0720_5040_r0624_5200.jpg,0016,page0016.clip,720,5040,624,5200,-96,160,0.028919270833333333,0.4200543202243469,9.698247909545898,0.45224370724489527,,,False,False,1.0,"Regions mismatched, no clear alignment",reject
424,kuripm_0014_l2160_5760_r2336_5952.jpg,0014,page0014.clip,2160,5760,2336,5952,176,192,0.04012152777777778,0.4531368009312975,10.950619220733643,0.44975127107811724,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
425,kuripm_0035_l2160_5760_r2304_5952.jpg,0035,page0035.clip,2160,5760,2304,5952,144,192,0.07875868055555556,0.4362343779154471,11.338303089141846,0.44971083215696395,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
426,kuripm_0040_l4320_2880_r4176_3064.jpg,0040,page0040.clip,4320,2880,4176,3064,-144,184,0.0128125,0.45748918023906476,12.175809383392334,0.4491288807462692,,,False,False,1.0,"Regions mismatched, no clear shared subject",reject
427,kuripm_0023_l0720_2880_r0872_3072.jpg,0023,page0023.clip,720,2880,872,3072,152,192,0.053381076388888886,0.39873625921034794,10.756223201751709,0.44676397246668975,,,True,True,5.0,"Rough and line align precisely, matching local features.",accept
428,kuripm_0013_l4320_5040_r4240_5200.jpg,0013,page0013.clip,4320,5040,4240,5200,-80,160,0.018680555555555554,0.4767947018219818,12.017070293426514,0.4390040399102344,,,True,True,5.0,"Rough and line align precisely, matching local anatomy.",accept
429,kuripm_0029_l3600_2880_r3568_2952.jpg,0029,page0029.clip,3600,2880,3568,2952,-32,72,0.052825520833333334,0.4914967215911812,12.466115951538086,0.42824650441944484,,,True,True,5.0,Regions align closely; overlay confirms consistent mapping.,accept
430,kuripm_0009_l0720_3600_r0736_3568.jpg,0009,page0009.clip,720,3600,736,3568,16,-32,0.01197048611111111,0.46673452288941325,12.296157360076904,0.42822627354548404,,,True,True,5.0,"Regions align precisely, overlay confirms matching contours.",accept
431,kuripm_0026_l1440_3600_r1432_3520.jpg,0026,page0026.clip,1440,3600,1432,3520,-8,-80,0.04407552083333333,0.4228683530214372,11.460708618164062,0.4239348785552176,,,True,True,5.0,Rough and line align perfectly in form and structure.,accept
432,kuripm_0011_l2880_5040_r3040_5232.jpg,0011,page0011.clip,2880,5040,3040,5232,160,192,0.03485243055555556,0.4722975114434805,11.670915126800537,0.42177121303605647,,,False,False,1.0,"Regions mismatched, not aligned",reject
433,kuripm_0007_l3600_2160_r3560_2248.jpg,0007,page0007.clip,3600,2160,3560,2248,-40,88,0.05529079861111111,0.4477124810413347,11.989840030670166,0.4214849702956476,,,True,True,5.0,Regions align precisely; red and blue overlays match anatomical contours.,accept
434,kuripm_0026_l1440_1440_r1400_1416.jpg,0026,page0026.clip,1440,1440,1400,1416,-40,-24,0.052096354166666664,0.43750204887803434,11.732068538665771,0.41892636994790955,,,True,True,5.0,"Rough and line align precisely, matching anatomical structure and orientation.",accept
435,kuripm_0026_l1440_2160_r1440_2160.jpg,0026,page0026.clip,1440,2160,1440,2160,0,0,0.06259114583333333,0.42237443282361825,11.315398693084717,0.4148289516525203,,,True,True,5.0,Rough and line match facial features closely.,accept
436,kuripm_0028_l3600_2160_r3704_2352.jpg,0028,page0028.clip,3600,2160,3704,2352,104,192,0.10633680555555555,0.4429198662752827,11.911547660827637,0.411325605693849,,,True,True,5.0,Rough and line align precisely on the same figure region.,accept
437,kuripm_0028_l1440_2880_r1560_3056.jpg,0028,page0028.clip,1440,2880,1560,3056,120,176,0.10654079861111111,0.42011223164178974,11.608409404754639,0.41092114212766384,,,True,True,5.0,Consistent facial region with matching contours and proportions.,accept
438,kuripm_0015_l0000_5040_r0152_5184.jpg,0015,page0015.clip,0,5040,152,5184,152,144,0.029774305555555554,0.457516993345493,12.138559341430664,0.4101994279770186,,,True,True,5.0,Rough and line align perfectly in shape and structure.,accept
439,kuripm_0008_l0720_4320_r0704_4168.jpg,0008,page0008.clip,720,4320,704,4168,-16,-152,0.05001302083333333,0.4560361056773874,11.833606719970703,0.40615781840545157,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
440,kuripm_0036_l4320_5040_r4408_5200.jpg,0036,page0036.clip,4320,5040,4408,5200,88,160,0.010381944444444444,0.43081474217462906,10.603018522262573,0.4044236452456692,,,True,True,5.0,"Rough and line align precisely, matching local structure and orientation.",accept
441,kuripm_0015_l3600_6480_r3536_6376.jpg,0015,page0015.clip,3600,6480,3536,6376,-64,-104,0.014118923611111112,0.42882586947943213,11.052236795425415,0.40388856793615197,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
442,kuripm_0001_l0720_5040_r0720_5136.jpg,0001,page0001.clip,720,5040,720,5136,0,96,0.10545572916666666,0.4596042496561916,11.428344249725342,0.40231937143762597,,,True,True,5.0,Rough and line align perfectly in anatomy and orientation.,accept
443,kuripm_0019_l2160_2880_r1968_2920.jpg,0019,page0019.clip,2160,2880,1968,2920,-192,40,0.02784722222222222,0.46736208358804027,12.51224422454834,0.39497726445933756,,,True,True,5.0,Rough and line align perfectly in anatomy and orientation.,accept
444,kuripm_0021_l2880_2160_r2840_2024.jpg,0021,page0021.clip,2880,2160,2840,2024,-40,-136,0.06970052083333333,0.4085468957308761,11.188941240310669,0.3932559375327861,,,False,False,1.0,Different body parts/objects,reject
445,kuripm_0021_l2880_0720_r3040_0800.jpg,0021,page0021.clip,2880,720,3040,800,160,80,0.09411024305555556,0.42299617273399487,11.273321151733398,0.3931901823784195,,,True,True,5.0,"Rough and line align precisely, overlay confirms matching structure.",accept
446,kuripm_0005_l2880_2880_r2704_2784.jpg,0005,page0005.clip,2880,2880,2704,2784,-176,-96,0.04677083333333333,0.43309761376734135,11.727293491363525,0.38906357847988704,,,True,True,5.0,Rough and line align precisely in anatomy and orientation.,accept
447,kuripm_0029_l2160_3600_r2248_3712.jpg,0029,page0029.clip,2160,3600,2248,3712,88,112,0.024622395833333335,0.4941904912398328,12.92113971710205,0.38520792651542224,,,True,True,5.0,Rough and line align perfectly in form and detail.,accept
448,kuripm_0015_l2880_0000_r2992_0152.jpg,0015,page0015.clip,2880,0,2992,152,112,152,0.07997395833333333,0.4757796235486017,12.794677257537842,0.3830467974620876,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
449,kuripm_0019_l3600_5760_r3424_5840.jpg,0019,page0019.clip,3600,5760,3424,5840,-176,80,0.12806857638888888,0.42230149851396964,11.82612943649292,0.38048196373694987,,,True,True,5.0,Rough and line align precisely in form and structure.,accept
450,kuripm_0030_l3600_5040_r3704_5232.jpg,0030,page0030.clip,3600,5040,3704,5232,104,192,0.03088107638888889,0.4495214551723428,11.472394943237305,0.37843657278469556,,,True,True,5.0,"Rough and line align precisely, matching local anatomy.",accept
451,kuripm_0026_l2880_3600_r2832_3520.jpg,0026,page0026.clip,2880,3600,2832,3520,-48,-80,0.04978298611111111,0.3945856693106054,11.113001108169556,0.37485264303477195,,,True,True,5.0,Sketch and line align in structure and region.,accept
452,kuripm_0038_l0000_2160_r0080_2352.jpg,0038,page0038.clip,0,2160,80,2352,80,192,0.01796875,0.46351006913624476,10.94098973274231,0.3748503427404227,,,False,False,1.0,"Regions mismatched, not aligned",reject
453,kuripm_0013_l3600_0720_r3488_0912.jpg,0013,page0013.clip,3600,720,3488,912,-112,192,0.03177951388888889,0.40615614934354827,10.308009624481201,0.3725937603768246,,,True,True,5.0,"Rough and line align precisely, matching local structure and orientation.",accept
454,kuripm_0017_l2160_3600_r2240_3416.jpg,0017,page0017.clip,2160,3600,2240,3416,80,-184,0.1333203125,0.42883516671554056,11.70795202255249,0.370570248796386,,,True,True,5.0,Regions align closely; sketch and lineart match anatomically and spatially.,accept
455,kuripm_0001_l1440_0720_r1480_0656.jpg,0001,page0001.clip,1440,720,1480,656,40,-64,0.030125868055555557,0.45049656159930856,12.051626682281494,0.3694431234883978,,,False,False,1.0,"Regions mismatched, not aligned",reject
456,kuripm_0038_l0000_2880_r0064_3056.jpg,0038,page0038.clip,0,2880,64,3056,64,176,0.02488715277777778,0.48158064249387295,11.737990856170654,0.36854185672677775,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
457,kuripm_0017_l2160_4320_r2008_4280.jpg,0017,page0017.clip,2160,4320,2008,4280,-152,-40,0.14029947916666666,0.46351069925728805,12.539973735809326,0.36767598862950734,,,True,True,5.0,Consistent hand/weapon region with matching structure and orientation.,accept
458,kuripm_0034_l4481_5040_r4409_5064.jpg,0034,page0034.clip,4481,5040,4409,5064,-72,24,0.010186631944444444,0.4329434119114066,10.744102001190186,0.36076561572790156,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
459,kuripm_0020_l3600_5760_r3680_5736.jpg,0020,page0020.clip,3600,5760,3680,5736,80,-24,0.06827690972222222,0.40509852135097696,11.445840835571289,0.35942422610083136,,,True,True,5.0,Rough and line align perfectly in anatomy and orientation.,accept
460,kuripm_0036_l3600_5760_r3744_5952.jpg,0036,page0036.clip,3600,5760,3744,5952,144,192,0.07656684027777778,0.4251691935640775,11.749219417572021,0.35131700122023335,,,True,True,5.0,Consistent local region and alignment,accept
461,kuripm_0016_l2160_1440_r2192_1600.jpg,0016,page0016.clip,2160,1440,2192,1600,32,160,0.1044357638888889,0.42580336718115436,11.205176591873169,0.34777450348210137,,,True,True,5.0,Consistent body region and alignment,accept
462,kuripm_0019_l2880_5760_r2736_5904.jpg,0019,page0019.clip,2880,5760,2736,5904,-144,144,0.13560763888888888,0.4407966988485139,10.479081153869629,0.34466226008389755,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
463,kuripm_0021_l0720_1440_r0912_1632.jpg,0021,page0021.clip,720,1440,912,1632,192,192,0.019149305555555555,0.4115105440971161,10.403513550758362,0.3367058020395883,,,False,False,1.0,"Regions mismatched, no clear shared subject",reject
